  rfphase          ofphase           F070W           F090W           F115W           F150W           F200W           F277W           F356W           F444W           F560W           F770W          F1000W  
    21.75    22.3410102092    27.527985784   25.8980759373    25.999597832   25.5257649538   23.8785803321   22.4585835333   24.3875171418   25.6508692341   24.3826043998   24.6662362574   23.0755280094  
    22.25    22.8545966508   27.5828714768    25.952787333   25.9555126382   25.5885122456   23.9514353876   22.5219394515   24.3865314188   25.5768306775   24.4661279368   24.8214302995   22.9858859282  
    22.75    23.3681830924   27.7911855232   26.0607503543   26.0681546181   25.7178597808   23.9700850791   22.5678108228   24.5425606537   25.6464063869   24.4793523029   24.6635218477   23.0539284597  
    23.25    23.8817695339   27.7225645205    26.090200411   26.1361897821   25.7094580382   24.0932902551   22.6218752523   24.5597681224   25.6752590009   24.4795618886   24.7488288773   23.0422514365  
    23.75    24.3953559755   27.8068866792    26.254142651   26.2808770448   25.8838902293   24.1164024127   22.6680532926   24.5233606619   25.7861384803   24.6879294509   24.7982003744   23.0627483104  
    24.25    24.9089424171   27.8823528217   26.4332320421     26.29592121   25.8902090442   24.1805632124    22.719151331   24.6650417328   25.7990827943   24.6271634096   24.8486919988   23.1586696685  
    24.75    25.4225288587    27.962832631   26.4566891591   26.3086438898   25.9035127369   24.2162592982   22.7681977676   24.6206370893   25.8420654391   24.5352515673   24.8815396613   23.1206444118  
    25.25    25.9361153003   28.1370969894   26.4923855914   26.4884498593   26.0323839042   24.3195781673   22.8160358197    24.748035396   26.0029765708   24.6068032375   24.8275788923   23.0804112946  
    25.75    26.4497017419   28.1311872245   26.5670329819   26.6306884027   26.1362190056   24.3786019674   22.8584483687   24.7403473895   25.9138914416   24.6021698301   24.8375934803   23.0282203268  
    26.25    26.9632881835    28.148329173   26.5838872002   26.6694769505   26.2418406135   24.4410574887   22.9146212551   24.7736129508   26.0206800783   24.5913234662   24.8501955427   23.1078806052  
    26.75    27.4768746251   28.2475899191    26.671012367   26.6900070727   26.2766735737   24.4486615272   22.9724860754   24.8615734323   25.9883461343   24.6776745787   24.9105615568   23.1218991194  
    27.25    27.9904610667   28.2264837106   26.8208807629   26.8526395979   26.3628991464   24.5277672268   23.0070465774   24.7845197005    26.051392653   24.5652478152   25.0154655579   23.0457680427  
    27.75    28.5040475083   28.3286221601    26.931218865   26.9170710536   26.4171016315   24.6149892726   23.0145396837   24.9180464748   26.0180916976   24.6191512682   24.9765715801   23.0204849327  
    28.25    29.0176339499     28.56095594   27.1383811678   27.0598420965   26.4026226262   24.5706219813   23.0656784797   24.9626359269   26.2675898567   24.6856717821    25.034976342   23.0311466302  
    28.75    29.5312203914   28.3200226641   27.0517468273   27.1539489819   26.5283754233   24.6464687335   23.1242808295   25.0051257005   26.1662983631   24.6121385665   25.1404910174   23.1012420766  
    29.25     30.044806833   28.5447067634   27.3104664752   27.1805085962   26.6773650763   24.7061598474   23.1827695408   25.0016992836   26.2104992232   24.6846152564   25.2045268774   23.1291234427  
    29.75    30.5583932746   28.5104782338   27.3007345962   27.2451470381   26.6109396591   24.7006854953   23.2230367824   25.0455451746   26.3273337075   24.7750644572   25.0116612379   23.1772236063  
    30.25    31.0719797162   28.5579511989   27.3743932314   27.3969625325   26.8091645758   24.7725862827   23.2521936073   25.0927924339   26.3942619322   24.7755824414   25.1107658214    23.113097992  
    30.75    31.5855661578   28.7683478666   27.4657558142   27.4716165207   26.8887617272   24.8231550729   23.3023177021   25.1403421964   26.3747411447   24.7711108492   25.1417940938   23.1176296975  
    31.25    32.0991525994   28.8404223472   27.5344399554   27.4919093043    26.833168977   24.8702799699   23.3148311542   25.1813282133   26.3195070072   24.8213426708   25.1514798197    23.148350159  
    31.75     32.612739041   28.8071053434   27.7054284931   27.5062836697   27.0323987497   24.9027153356   23.3890600559    25.225166585   26.5992855328   24.9656443212   25.0863750591   23.1649201894  
    32.25    33.1263254826   28.9473911443   27.7930284549   27.7147894209   27.1053338559   24.9721637623   23.4257901873   25.2609373628   26.4018504238   24.9000544978   25.1673293187   23.1300026949  
    32.75    33.6399119242   29.1134767414   27.9679246468    27.807467723       27.117461   25.0184156786   23.4505822803   25.3355636319   26.4503357188   24.9246234434   25.1983319497   23.1434179594  
    33.25    34.1534983658   29.2350542687    28.038615031   27.9965873408   27.2667500407    25.030295706   23.5083540181   25.3515165721   26.4331702952    25.019606827    25.164609285   23.1287588776  
    33.75    34.6670848073   29.1420381912   28.1304856955   27.9697212468   27.3415150834    25.056468823    23.544894016   25.3543805614    26.545522272   25.0335878611   25.2738056019    23.205223933  
    34.25    35.1806712489   29.0581893174   28.2316527331   28.0406044337   27.3067845534   25.0481972211   23.5873485253   25.4396322903   26.4858324612   25.0521567736    25.303430436   23.2284705624  
    34.75    35.6942576905   29.1805951405   28.2361721151   28.1546678637   27.4518671444   25.0939504211   23.6548377195   25.5421180413   26.5688355022   25.1918834462   25.2147209564   23.1744492641  
    35.25    36.2078441321   29.0276601993   28.1738994053   28.1428565157   27.5737817264   25.1246563768   23.6684689622   25.6435480456   26.8147178539   25.2276895854   25.3504521904   23.2128306041  
    35.75    36.7214305737   29.0035379941   28.2226571817   28.3425733242   27.5203781296   25.1348435298   23.7221276034   25.7738628289   26.8473184072   25.2390198176   25.3036826142   23.2534509036  
    36.25    37.2350170153   29.1495568342   28.2564106159   28.2844621042   27.6398953183   25.1002719959   23.7790691615   25.7449550284   26.9043378843   25.4759260304   25.3185248777   23.3151072425  
    36.75    37.7486034569   29.1505754858   28.3064047303   28.5601174568   27.8115402004    25.235425893   23.8169099415   25.7750157663   27.0341909594   25.5174421126   25.3939739612   23.3250527272  
    37.25    38.2621898985   29.2543796454   28.5521671832   28.3963001925   27.9023188381    25.220549447   23.8916540084   25.7588529067   27.0660955965   25.5058224704   25.4277000713   23.4170912622  
    37.75    38.7757763401   29.2572346433   28.3038044296   28.4050529026   27.8652224021   25.2842526537   23.9552472245   25.8125155938   27.1377730487   25.8238360836   25.4575327669   23.4267252108  
    38.25    39.2893627817   29.0787243071   28.4603159609   28.5808723148   27.9454672398   25.3199888389   23.9929205327   25.9605799797   27.0711929249   25.7966208733   25.4581364172   23.4862759301  
    38.75    39.8029492232   29.1950187773   28.4432648092   28.6776035368   28.1633725683    25.428532264   24.0220327638   25.9307577223   27.1975519422   25.8909279728   25.5414719905   23.5352006494  
    39.25    40.3165356648   29.3377257727   28.4452064511    28.863619542   28.2100638544   25.4281024421   24.0785105316   25.9981426198   27.1133317899     25.99882123   25.5397495724   23.5105128602  
    39.75    40.8301221064   29.4537566517   28.5842834098   28.7068164338   28.0999211626    25.465328178    24.100884536   26.0013270397   27.1460927049   25.9711632846   25.5607606016   23.5626508684  
    40.25     41.343708548   29.2410509166   28.4367959155   28.7096860045   28.2585562925   25.4899921337   24.1493551158   26.1043978539   27.1661707418   25.8875240127   25.7195858309    23.617049683  
    40.75    41.8572949896   29.3182480688   28.4180857914   28.7218691061   28.2672783683   25.6098188061   24.1775137689   26.1246212785   27.3289884147   25.9604745115   25.6935219284   23.6785807192  
    41.25    42.3708814312   29.2471533441   28.6281950649    28.847444868   28.4350345103   25.6001001505   24.1857860142   26.1617427815   27.3195656157   25.9628722532   25.8067882367    23.774475493  
    41.75    42.8844678728   29.3016245353   28.4809086395   28.9611956327   28.3053171398   25.5969222983   24.2567620033   26.3740272029   27.2887951116   25.9441475866   25.9400455033   23.9581667964  
    42.25    43.3980543144   29.2636886689   28.5570634243   28.9504949003    28.385404222   25.6935797223   24.3011327889   26.3408480481   27.3726711823   26.0279243386   25.9142990533   23.9874068163  
    42.75     43.911640756   28.9821341321   28.5569418922    28.935659424   28.4440403064   25.7073919887   24.3201021815   26.4541353311    27.105832464   26.0755031963   25.8549760671   24.1095790301  
    43.25    44.4252271976   29.0595625212   28.6067163863   29.1972705327   28.5299493988   25.7886146028   24.3549352336   26.3795553197   27.0765518983     26.05679213   25.8780507301   24.2259603571  
    43.75    44.9388136391    29.037292596   28.4834647292   28.9604166362   28.4569338995   25.8247072971   24.3895512517   26.4183624674   27.0082685333   26.0776211926   25.8500521179   24.3046859242  
    44.25    45.4524000807   29.1664586098   28.5492851023   28.8832702116   28.5134553273   25.9394666207   24.4068093379   26.3541278637   26.9737828883   25.9168615311   25.7048447507   24.3701242977  
    44.75    45.9659865223   29.0768873246   28.6270062892   29.0586285566   28.4850305988   25.9557379846   24.4914015401   26.4177178908   26.9767133368   26.0010063276    25.671526123   24.3674264263  
    45.25    46.4795729639   29.1396452489   28.6102594402   29.1460775214   28.4966201272   26.1047910562    24.516018711   26.4863205893   27.0184604687   25.9980121807    25.727208644   24.4803358031  
    45.75    46.9931594055   29.0335043789   28.6454486803    29.015912382   28.6119616247   26.1351178865   24.5028829482   26.4836118343   26.7757359322   25.9025441749   25.6948548598   24.5600131427  
    46.25    47.5067458471    29.163426853   28.7384723227   28.8045951417   28.6562703452   26.2100744891   24.5479834373   26.4319619301   26.7543445236   25.8655023273   25.6936469493   24.6885501782  
    46.75    48.0203322887   29.1557132589   28.5374843848   29.1326848755   28.7095310484   26.2332856194   24.6096697613    26.462577551   26.6852149633   25.9641727837   25.6219419813   24.7267221699  
    47.25    48.5339187303   29.1281292452   28.6045709272   28.9761460642   28.7697355107   26.2909517528   24.6159867233   26.5662064282   26.6068856881   25.9386053699    25.549062812   24.9000893607  
    47.75    49.0475051719   29.2396538974   28.5203756033   28.9788478233   28.5755327743   26.3166844735   24.6666001628   26.5230315964   26.6296282886   25.8549774279   25.5439674134   25.0275814813  
    48.25    49.5610916135   29.1795261914   28.5224727093   28.9669110697   28.6641580649   26.3599932396   24.6941575662   26.4409422685   26.5670730111   25.8819255917   25.4552189448   25.0579153094  
    48.75    50.0746780551   29.2517004444   28.4766990223   28.8562291334   28.7145109537   26.3212952032   24.7038227618   26.4111453141   26.4946054387   25.7554484999   25.3847371799   25.0063573398  
    49.25    50.5882644966   29.3211660829   28.4190558629   29.0626259227    28.493055042   26.4641598188   24.7422220222   26.5105396211   26.3548635513   25.7088556164   25.3394890997   25.0634678707  
    49.75    51.1018509382    29.288383899   28.3957973899   28.9552169178   28.6216485259   26.5473689157    24.774328401    26.504196833   26.3592447083   25.6846938147   25.2660904028   25.0798924272  
    50.25    51.6154373798   29.4032193226      28.3260221   28.9200008987   28.7162668459   26.5399333131   24.8192893634   26.4347470143   26.2255296931   25.6288143712    25.201072396    25.107464314  
    50.75    52.1290238214   29.3962267701   28.4123341566   29.1140613384   28.6774399868   26.7149015317   24.9166715085   26.4712684208   26.2514449298   25.5613842153   25.1512051476   25.0216632738  
    51.25     52.642610263   29.4366853543   28.3810420799   29.0614639857   28.6583522829   26.7438744754   24.9812427874   26.4309120941   26.1971759852   25.4161322636   25.0831605085    24.949156087  
    51.75    53.1561967046   29.3115305748   28.4435186364   29.0294032904   28.7414967336    26.921149163   25.0695169844   26.5335153806   26.0800778289   25.3911839245   24.9983377962   24.9963820346  
    52.25    53.6697831462   29.2764439861    28.550439835   29.3218014635   28.7862111848   27.1314049899   25.1092925954   26.4867817421   25.9975899413   25.3508113721   24.9245367413   24.9411323537  
    52.75    54.1833695878   29.2794699487   28.4649548647   29.3359943863   28.8973959355   27.1625492011   25.2247919625   26.4952498213   26.0182504535   25.3018625096   24.8669686279   25.0622982471  
    53.25    54.6969560294   29.5636474817   28.6292355891   29.3504074404   29.0167614888   27.3430373613   25.2568182494   26.4445186335   25.9089041643   25.2075762821   24.8407803237   24.9312724461  
    53.75     55.210542471   29.4542650246   28.5476161801   29.4257852132   28.9934750629   27.3743304688   25.3364103406   26.4837548574   25.9170971997    25.286458089   24.7507581967   24.8599529007  
    54.25    55.7241289125   29.4450248255   28.6724698197   29.5584598515   29.1887505966   27.5036043525   25.3414668066   26.4677551293   25.9043424817   25.2389136869   24.7542298753    24.903837611  
    54.75    56.2377153541   29.5613022706   28.8541305153   29.5735827126   29.0230541117   27.5633516273   25.4134281916   26.4666871756   25.8599990215   25.1647885711   24.7233030321   24.9003532863  
    55.25    56.7513017957   29.5970788822   28.8515323811   29.5616985265   29.1668431179    27.614753435    25.495517536   26.4868688679   25.7942763032   25.1897460248   24.6591576006   24.8258488795  
    55.75    57.2648882373   29.5904287119   28.8894621011   29.4795596317   29.2646628859   27.6412036051   25.5968606238   26.5274664403   25.8119891303   25.1204892373   24.6400530688   24.8144330348  
    56.25    57.7784746789   29.6621312689   29.0083309419   29.9173033284   29.3596813935   27.8730290099   25.5955439429   26.4648791468   25.7355478079   25.0731953798   24.5980201492   24.7604962069  
    56.75    58.2920611205   29.8606970756   29.1864328049   29.8539567036   29.2883591615   27.9794107522   25.6828234468   26.5520599185   25.7376261066   25.0663997874   24.6003540148   24.7483967165  
    57.25    58.8056475621   29.9780533653   29.1590831423   29.7400304158   29.3445818997   27.9770741158   25.7544963641   26.4946329407   25.7211110933   25.0249783323   24.5755649979   24.7562892363  
    57.75    59.3192340037   29.8046479835   29.3833874983   29.8653116596   29.7411929787    28.009235212    25.829034676   26.4846607852   25.7836454869   25.0735988567   24.5524778542   24.7448313121  
    58.25    59.8328204453   29.9517847583   29.4235581014   30.2527840707   29.6783045235   28.2757171943   25.9441159216   26.5273292284    25.710357603    25.003627459   24.5279925127   24.7585229718  
    58.75    60.3464068869   29.9140130982   29.5769605303   30.4301944344   29.7359291139   28.3391018276   26.0259967924   26.5761227098   25.7307379426   25.0132953197   24.5470881097    24.767538276  
    59.25    60.8599933284   30.0432579257   29.5610053339   30.2649945197    29.794315036   28.3768709374   26.0579122042   26.5028998963   25.7145788364   24.9851881717   24.4625115855   24.7808270247  
    59.75      61.37357977   29.7720929406   29.5507364335   30.3963296529   29.7369944107   28.4716719733   26.1865598476   26.5276114275    25.695539121    25.005914237   24.5143918232   24.7465281752  
    60.25    61.8871662116   29.8479451236   29.7490220013   30.7032155657   30.0680985809   28.5999188816   26.3393796187    26.551075614   25.6633567487   24.9961973453   24.4723547333   24.7498358859  
    60.75    62.4007526532   29.9866264572   29.8283395393    30.951176584   30.3680260423   28.6571827906   26.4548319164   26.6226074478   25.6881324998   24.9608157773   24.5042826675   24.7350267788  
    61.25    62.9143390948   30.2543413065   29.9312882384   30.8115662496   30.4048509052   28.9053133415   26.4843263167   26.6851126201   25.6831022327   24.9713510661    24.504672003   24.6682097958  
    61.75    63.4279255364   30.3141447041   30.0365836573   30.6254174655   30.1158056921   28.8318945013   26.5482994044   26.6268210183   25.7367216803   24.9292456044   24.4676028526   24.7091851389  
    62.25     63.941511978   30.4237200538   30.0196679293   30.8387598298   30.5133569412   28.9321542581   26.7764559483   26.6575105892   25.6534257654   24.9390911919   24.5169843553     24.67778793  
    62.75    64.4550984196   30.0082656447    30.333036902    30.956226573   30.5831804905   29.2238255212   26.8004561113   26.6387253811   25.6722841928   24.9559020649   24.4502853324   24.7226793756  
    63.25    64.9686848612   30.3316415684   30.2352755595   31.3673603888   30.2965938083   29.0443177664   26.9705131945   26.6968214856   25.7204871448   24.9605354231   24.4490910116   24.7450358678  
    63.75    65.4822713028   30.5752602288   30.2613839814   30.9958745854   30.6320624832   29.1905945006   26.9472482411   26.6715103622   25.6807641144   24.9442658266   24.4489856626   24.7162528654  
    64.25    65.9958577444   30.9022660903   30.3682849028   31.2384051499   30.8204032615   29.1102878148   26.9989454388   26.6281962261   25.7359794302   24.9382910109   24.4563313223    24.728880533  
    64.75    66.5094441859   30.9396272167   30.6373609382   31.3179180674   31.1652186324   29.2996555279   27.1807207989   26.7297884918   25.6851072676   24.9425765877   24.4973644446   24.6996543535  
    65.25    67.0230306275    31.054065283   30.9683342882   32.1172554924     31.21957731   29.6654312327   27.2170203889   26.7382300796   25.6708921864   24.9995768458   24.4439084926   24.7245876603  
    65.75    67.5366170691    31.082386493    31.147524942   31.9617242975   31.4457281348   29.9263749238   27.3578945655   26.7265666514   25.6720304979   24.9438512526   24.4500421772   24.7694512262  
    66.25    68.0502035107    31.111180812   31.2355688948   31.8225831402   31.3813799351   29.7554829606   27.4542727274   26.7319481821   25.7131415617   24.9695087272    24.464502586   24.7450363325  
    66.75    68.5637899523   31.0646922521   31.9040704859   32.0515767592   31.7513818956   29.8945343849   27.4847667527   26.7445703897   25.7234437729   24.9548171988   24.4769145169   24.6974107644  
    67.25    69.0773763939   31.1429485162   31.6929086762   31.9406719348   31.5743350861   30.0472644933   27.5300933769   26.7750086822   25.7431496732   24.9628445489   24.4760055718   24.7301431131  
    67.75    69.5909628355   31.4336806112   31.7404684177   32.6405989741   31.7247226999   30.3076012657    27.621511213   26.8504258092   25.7398752862   24.9978727917   24.5059599721   24.7318619954  
    68.25    70.1045492771   31.6315496326   32.2819776645   32.5209072556   31.7866603451   30.6057549514   27.7739097537    26.745601129   25.7553234283   25.0149365805   24.4841714997   24.7308335709  
    68.75    70.6181357187   31.7838021264   32.2204336534   33.9059209237   32.0960908133   30.4680814897   27.8963684274    26.829394989    25.762733447   25.0103497327   24.4847885826   24.7356793952  
    69.25    71.1317221603   31.8984620317   33.0462036484   33.3771485122   32.2274987536   30.4785546337   27.8397218262   26.8216104028   25.7880320249   25.0040246542   24.5133005058   24.7967394237  
    69.75    71.6453086018   32.0234647154   33.0892130091   33.0782179047   32.5978689178   30.7073915848   28.0094348848   26.7764062867   25.7650334188   25.0131248573   24.5226449374   24.7737788084  
    70.25    72.1588950434   32.1985090545   32.4029569731   32.9499064516   32.5257659927     30.85491982   27.9299266349   26.8494897154   25.7918528393   25.0336380772   24.4974811636   24.8151174375  
    70.75     72.672481485   32.5390861081   32.5816775197   33.2486197249   32.8370025595   30.6722666895   28.0594599811   26.8559303685   25.7849780995   25.0480768965   24.5284081814   24.7890587664  
    71.25    73.1860679266   34.0846951068    32.992143173   33.3243403533   33.5034507936   31.1173037724   28.1371674164   26.8478653928   25.8055369183   25.0651750125   24.5303248845   24.8274164423  
    71.75    73.6996543682   32.6993541023   33.5918049124   35.4932355454   34.5925686754   31.2539605582   28.1932250498   26.8415565005   25.8466562855    25.057885924   24.5446728702   24.8062194338  
    72.25    74.2132408098   32.4924124517     34.38130617             nan   33.9226636313   31.3539020882   28.2572004107   26.9248836791    25.815893325   25.0637270804   24.5749787348   24.8460260372  
    72.75    74.7268272514   32.7721201402   34.1701575272   34.8422292262   33.0990614358   32.0101689187   28.3836714433   26.8878777126   25.8326710825   25.1037127368   24.6075713426    24.807015468  
    73.25     75.240413693   34.3059542126    34.946451137   34.8269418812   33.6340712366   31.6450359876   28.3564015922   26.9241253838   25.8434103574   25.0960711145   24.5935515997   24.8580121198  
    73.75    75.7540001346   35.4610060209   34.2880016555   35.5769428559   35.3930052079   31.7990851247   28.4871177925   26.9268238809   25.9012126114   25.1140424336     24.60672404   24.8527057935  
    74.25    76.2675865762             nan   35.8388072103   35.4939134102   34.7518924327   32.4626859636   28.5729636656   26.9266222998   25.9183544264   25.1536644177   24.6076218279   24.9025499112  
    74.75    76.7811730177             nan             nan             nan             nan   31.7110624589   28.5199810504   26.9890223051   25.8691023785   25.1608025354   24.6223592364   24.9166856153  
    75.25    77.2947594593             nan             nan             nan   34.7745658508   31.4229637667   28.4696405721   27.0429432042   25.9048568306   25.1580186699   24.6413754199   24.8971299131  
    75.75    77.8083459009             nan             nan             nan             nan   31.5569765998   28.5373463151    26.914862671   25.9407191773   25.1561122669   24.6445587787   24.8949363428  
    76.25    78.3219323425             nan             nan             nan             nan   31.8426738357   28.4507960293    27.003238608   25.9269837404   25.1692655937   24.6429051976   24.9761143134  
    76.75    78.8355187841             nan             nan             nan             nan   31.8357723352   28.8012136067    27.020695805   25.9368090357    25.189312373   24.6998734264    24.978693195  
    77.25    79.3491052257             nan             nan             nan             nan   32.1820785775    28.574656848   26.9437360716    25.920771206   25.1811633817   24.6891943187    24.989537773  
    77.75    79.8626916673             nan             nan             nan             nan   32.1329261715   28.6783380144   27.0067390472   25.9869387495   25.2045960327   24.7073869421   24.9600386538  
    78.25    80.3762781089             nan             nan             nan   34.7221422296   31.9794715898   28.6419938282   27.0557703265   26.0568549623   25.1955843384   24.7350755403    24.964951985  
