  rfphase          ofphase           F070W           F090W           F115W           F150W           F200W           F277W           F356W           F444W           F560W           F770W          F1000W  
    78.75    82.2701601847             nan             nan             nan   36.5939711423   32.9963784107   29.8083611302   28.1967255586   27.1059338063   26.3330075128   25.8193007144   25.9107034247  
    79.25    82.7925104081             nan             nan             nan   36.6761316477   33.0391354859    29.854711689   28.2270723813   27.1935387048   26.3317315096    25.833597452   25.9341222013  
    79.75    83.3148606315             nan             nan             nan             nan    32.747859536   29.8808171173   28.2365638864   27.1650253138   26.3872766244   25.8382817624   25.9750301548  
    80.25    83.8372108549             nan             nan             nan   36.7567548164   33.7404306929   29.8053258662   28.2775915237    27.188357979   26.3859977812   25.8763810066   25.9891998992  
    80.75    84.3595610783             nan             nan             nan             nan   33.2203397241    29.841700144   28.3007747044    27.184431886   26.3953831216   25.8759112519   25.9956934569  
    81.25    84.8819113016             nan             nan             nan   36.6918847778   33.1047365073   29.9293334939   28.2815643541   27.1914140956   26.4148262289   25.8829146037    26.031932771  
    81.75     85.404261525             nan             nan             nan   36.3000295275   32.9480596278   29.8646186924   28.3330778874   27.2299068253    26.408407556   25.8776692032   26.0310918914  
    82.25    85.9266117484             nan             nan             nan   35.9074122631   33.2432049875   29.8081146642   28.3387685014   27.2109580249   26.4298612103   25.8942887593   26.0301261898  
    82.75    86.4489619718             nan             nan             nan             nan   33.0350869835   29.9277164903   28.3583553083   27.2607968601   26.4244822949   25.9212730709   26.0487763455  
    83.25    86.9713121952             nan             nan             nan             nan   33.0091237903     29.94250843   28.3943590933   27.2633397625   26.4568369887   25.9084302128   26.0504262999  
    83.75    87.4936624186             nan             nan             nan    36.704414485   33.1980546384   29.9166562627   28.3567272721   27.2686485106   26.4940488944    25.963344495   26.0442180423  
    84.25     88.016012642             nan             nan             nan   35.5050849876   33.5391329728   29.9323885101   28.3494519881    27.276296569   26.5044267088   25.9753600942   26.0823568463  
    84.75    88.5383628654             nan             nan             nan             nan   33.2802685386   29.9507700749   28.3904552374   27.2608501333   26.5358377542   25.9982699358   26.1118724811  
    85.25    89.0607130888             nan             nan             nan             nan   33.4066051095   30.0244742432   28.4042168101   27.2869600598   26.5222622885   25.9994925855   26.1234244806  
    85.75    89.5830633122             nan             nan             nan   36.8067773182   33.5676610398   30.1091397212    28.313183434   27.3098786005   26.5026759422   25.9891156085   26.1070413483  
    86.25    90.1054135356             nan             nan             nan             nan   33.3481118899   30.0285246685   28.4227437264    27.323128471   26.5227394476   25.9992194357   26.1145766088  
    86.75     90.627763759             nan             nan             nan             nan   33.1080088699   29.9734681124   28.3886846601   27.3415600158   26.5218822135   26.0020192012   26.1329824954  
    87.25    91.1501139824             nan             nan             nan   36.7773162778   33.4776382592   30.0290352031   28.4466729421   27.3437421083   26.5685959073   26.0320251235   26.1086109019  
    87.75    91.6724642058             nan             nan             nan             nan    33.954987346    30.035964829   28.4416506817   27.3392102642   26.5730375125   26.0300226318   26.1555578663  
    88.25    92.1948144292             nan             nan             nan             nan   33.4095548635   30.0412307173   28.4066558972   27.3606082626   26.5686138995    26.036997612   26.1445476825  
    88.75    92.7171646526             nan             nan             nan   36.8530020064   33.2544828809   30.0716791928   28.4635016821   27.4011549427   26.5920443598   26.0825813652   26.1482450292  
    89.25     93.239514876             nan             nan             nan   36.7973556398    33.390028867   30.1657108758   28.4621352623   27.3849775564   26.5908154083   26.0661032463   26.2214309615  
    89.75    93.7618650994             nan             nan             nan   36.1254322651   33.6552817015   30.0718702511   28.4814576291   27.3987738302   26.6231821512    26.057264192   26.1887598282  
